609.4585 I 19.548 0.079
610.4264 I 19.606 0.074
624.3285 I 19.424 0.054
625.4319 I 19.492 0.068
626.448 I 19.325 0.077
629.3595 I 19.278 0.085
629.3607 I 19.399 0.085
632.556 I 19.439 0.079
632.561 I 19.286 0.159
633.532 I 19.4 0.073
633.5428 I 19.37 0.078
634.4688 I 19.309 0.059
634.4779 I 19.32 0.054
635.3549 I 19.328 0.069
635.3641 I 19.406 0.066
637.4708 I 19.406 0.054
637.543 I 19.307 0.046
638.2947 I 19.386 0.067
638.4238 I 19.28 0.045
638.5468 I 19.192 0.054
639.303 I 19.413 0.063
639.4263 I 19.282 0.05
640.3368 I 19.371 0.046
640.4577 I 19.272 0.065
641.4681 I 19.213 0.062
921.4786 I 19.257 0.085
927.4148 I 19.214 0.2
928.4189 I 19.496 0.111
929.509 I 19.103 0.183
936.438 I 19.328 0.085
936.505 I 19.15 0.099
941.4348 I 19.306 0.093
949.4868 I 19.44 0.144
950.4895 I 19.549 0.102
955.4327 I 19.094 0.16
956.4584 I 19.617 0.369
961.5215 I 19.314 0.164
963.4735 I 19.324 0.135
964.5424 I 19.435 0.114
971.4261 I 19.378 0.126
971.5498 I 19.53 0.126
1006.4499 I 20.092 0.228
2775.4506 I 19.255 0.744
2775.4615 I 19.551 0.126
2775.4924 I 19.589 0.114
2793.3363 I 19.52 0.178
2793.3442 I 19.27 0.32
2793.3509 I 19.966 0.144
2807.2969 I 19.76 0.187
2807.3049 I 20.284 0.189
2807.3359 I 20.094 0.207
2833.3411 I 20.146 0.163
2833.396 I 20.342 0.17
2865.3467 I 20.96 0.107
2865.3527 I 21.021 0.098
2865.3581 I 20.997 0.106
2922.1814 I 20.051 0.072
2922.1875 I 19.831 0.062
2938.1524 I 19.999 0.062
2938.1602 I 20.023 0.054
2938.1665 I 19.897 0.084
3177.3166 I 20.659 0.144
3177.3228 I 20.589 0.056
3177.329 I 20.659 0.052
3184.3584 I 20.513 0.05
3184.3647 I 20.469 0.053
3184.3709 I 20.507 0.053
3208.3602 I 20.185 0.037
3208.3668 I 20.103 0.031
3234.371 I 19.727 0.085
3234.3773 I 19.96 0.105
3842.4318 I 19.829 0.09
3842.4634 I 19.758 0.063
3843.4903 I 20.045 0.173
2812.6529 H 17.266 0.053665631459995
2812.6601 K 16.79 0.0509215082258961
4676.2521 H 17.515 0.0541294744108974
4676.245 J 18.348 0.0924175308044962
4676.263 K 17.229 0.0649384323802169
4313.3414 H 17.065 0.051
4390.3613 H 17.647 0.042
4633.5294 H 17.23 0.03
4312.3897 J 18.009 0.059
4313.388 J 17.902 0.06
4314.3623 J 17.996 0.043
4390.3382 J 18.475 0.068
4633.5155 J 18.072 0.03
