781.955 I 20.919 0.094
782.9559 I 20.945 0.096
825.9197 I 21.418 0.06
825.9591 I 21.458 0.058
826.749 I 21.494 0.073
826.787 I 21.351 0.049
826.9088 I 21.436 0.09
829.8201 I 21.307 0.056
829.9315 I 21.466 0.069
830.7956 I 21.345 0.053
830.9089 I 21.458 0.057
855.6906 I 21.114 0.062
855.8152 I 21.156 0.047
855.9102 I 21.299 0.116
856.6888 I 21.056 0.047
856.9489 I 21.123 0.145
857.8755 I 21.058 0.041
859.8701 I 21.073 0.048
859.9576 I 21.095 0.072
860.6961 I 21.032 0.063
860.7518 I 21.077 0.061
860.8766 I 21.045 0.055
878.672 I 20.716 0.051
878.7928 I 20.852 0.148
878.8579 I 20.737 0.072
879.658 I 20.787 0.09
879.7813 I 20.354 0.153
880.6541 I 20.568 0.072
880.7982 I 20.832 0.107
881.6607 I 20.69 0.095
881.8351 I 20.762 0.114
882.6503 I 20.578 0.071
882.7861 I 20.735 0.084
883.8037 I 20.677 0.064
1914.8848 I 20.049 0.05
1914.8923 I 20.072 0.035
1928.7756 I 20.292 0.074
1954.8692 I 20.543 0.107
1986.8232 I 20.914 0.16
2043.6522 I 21.094 0.06
2059.6321 I 20.655 0.072
2298.8011 I 20.436 0.054
2305.8792 I 20.431 0.049
2329.8332 I 20.544 0.062
2355.8615 I 20.653 0.058
2397.6752 I 21.118 0.055
2267.005 H 18.447 0.0236008474424119
2266.9995 J 19.221 0.0445982062419555
2267.0123 K 18.262 0.0456070170039655
3478.7414 H 18.013 0.053
3522.7407 H 17.937 0.064
3783.893 H 18.275 0.074
3514.7029 J 18.643 0.056
3794.8514 J 19.131 0.057
3029.0539 K 18.182 0.069
3058.9253 K 18.057 0.074
3060.8771 K 17.878 0.155
3124.7423 K 17.687 0.054
3335.0728 K 17.786 0.054
3478.7179 K 17.819 0.065
3522.7086 K 17.695 0.069
3783.8721 K 18.144 0.082
