799.5189 I 20.812 0.021
800.4869 I 20.836 0.025
814.389 I 21.128 0.031
815.4924 I 21.087 0.025
816.5084 I 21.076 0.032
819.4199 I 21.184 0.049
819.4211 I 21.209 0.044
822.6165 I 21.218 0.059
822.6215 I 21.105 0.067
823.6032 I 21.238 0.042
824.5292 I 21.331 0.15
824.5384 I 21.193 0.024
825.4246 I 21.175 0.03
827.5313 I 21.229 0.029
828.3552 I 21.193 0.032
828.6073 I 21.252 0.048
829.3635 I 21.176 0.029
829.4867 I 21.275 0.032
830.3972 I 21.224 0.037
830.5181 I 21.31 0.026
1118.4794 I 20.917 0.055
1126.5654 I 20.767 0.043
1139.5472 I 20.51 0.076
1140.55 I 20.657 0.118
1151.5819 I 20.386 0.058
1154.6029 I 20.218 0.04
1161.4866 I 20.231 0.213
1161.6103 I 20.031 0.044
2965.5614 I 20.158 0.167
2997.4342 I 20.087 0.181
2997.4407 I 20.692 0.282
3023.5464 I 20.929 0.172
3023.5522 I 20.508 0.271
3055.4544 I 21.481 0.13
3055.4607 I 21.268 0.142
3367.4531 I 20.467 0.053
3367.4594 I 20.417 0.039
3374.5326 I 20.387 0.029
3398.4805 I 20.016 0.015
3398.5554 I 20.004 0.021
4867.5476 K 17.74 0.0945304183847718
4108.6863 H 18.099 0.045
4109.6061 H 18.115 0.042
4505.3824 H 17.817 0.072
4863.5028 H 18.083 0.029
4108.6037 J 18.88 0.064
4109.6038 J 18.806 0.09
4863.4801 J 18.869 0.027
4097.7314 K 17.704 0.057
4108.6909 K 17.68 0.051
4109.6106 K 17.61 0.06
4127.587 K 17.445 0.076
4129.4909 K 17.487 0.095
4403.7084 K 17.363 0.08
4504.4639 K 17.241 0.057
4863.4408 K 17.668 0.034
