557.9371 I 20.982 0.097
575.8119 I 20.848 0.125
575.8198 I 20.73 0.121
589.7725 I 20.878 0.107
589.7805 I 20.916 0.077
615.8167 I 21.263 0.107
615.8716 I 21.355 0.058
647.8283 I 21.084 0.078
647.8337 I 21.086 0.079
704.657 I 19.873 0.228
704.6631 I 20.126 0.174
720.6358 I 20.055 0.315
720.6421 I 20.163 0.795
959.7984 I 17.354 0.209
959.8046 I 17.767 0.154
966.8403 I 17.349 0.217
966.8465 I 17.738 0.216
990.8358 I 17.739 0.097
990.8424 I 17.643 0.11
1016.8466 I 18.024 0.112
1016.8529 I 18.083 0.099
1058.6704 I 18.283 0.076
1058.6771 I 18.149 0.113
1624.9074 I 20.008 0.058
1624.939 I 19.931 0.044
1625.9659 I 19.905 0.104
2458.7277 H 14.717 0.065924198895398
2458.7386 K 14.756 0.0697208720542134
1737.8479 H 14.619 0.099
2174.7587 H 15.207 0.094
2435.9068 H 14.991 0.068
1737.8532 J 15.795 0.107
2176.727 J 16.547 0.106
2435.8931 J 16.386 0.059
1690.095 K 14.758 0.06
1719.9782 K 14.728 0.066
1721.9061 K 14.741 0.188
1736.9286 K 14.294 0.203
1737.8433 K 14.474 0.085
1785.7713 K 14.838 0.177
1996.0798 K 14.587 0.089
2132.8328 K 15.126 0.09
2173.7852 K 15.257 0.095
2420.8672 K 15.095 0.085
