929.559 I 21.673 0.097
943.4336 I 21.701 0.114
943.44 I 21.612 0.11
969.528 I 21.172 0.126
969.537 I 20.932 0.175
1001.4852 I 20.438 0.159
1001.4912 I 20.402 0.208
1058.3141 I 19.957 0.171
1058.3205 I 20.419 0.145
1074.2937 I 19.794 0.215
1074.3001 I 20.007 0.166
1313.4617 I 19.91 0.138
1313.4689 I 19.748 0.105
1320.4986 I 19.651 0.162
1320.5057 I 20.173 0.146
1320.5186 I 19.751 0.157
1320.6695 I 19.593 0.203
1344.4941 I 19.743 0.101
1344.5019 I 19.738 0.103
1370.5042 I 20.204 0.149
1370.5103 I 20.186 0.166
1412.3356 I 20.969 0.107
1412.3422 I 20.989 0.12
1979.5974 I 20.842 0.117
1979.6044 I 21.047 0.101
2812.4141 H 17.809 0.0511957029446808
2813.4018 H 17.654 0.0896771988857814
2812.4087 J 18.56 0.0943663075467086
2812.4245 K 17.631 0.0451220566907139
2813.3982 K 17.52 0.104580112832221
2091.4932 H 17.692 0.051
2528.404 H 18.02 0.05
2789.5521 H 17.989 0.029
2091.4985 J 18.415 0.065
2530.3723 J 18.822 0.063
2789.5384 J 18.728 0.029
2043.7403 K 17.471 0.046
2073.6235 K 17.486 0.037
2075.5514 K 17.227 0.085
2090.574 K 17.339 0.102
2091.4886 K 17.321 0.046
2139.4166 K 17.267 0.061
2349.7251 K 17.092 0.036
2486.4781 K 17.47 0.062
2527.4305 K 17.624 0.064
2774.5125 K 17.648 0.03
