817.6777 I 20.229 0.061
818.5898 I 20.221 0.059
832.4753 I 20.061 0.087
833.5402 I 19.871 0.069
833.5485 I 19.924 0.069
833.7092 I 19.908 0.065
840.682 I 19.94 0.246
840.6868 I 19.696 0.201
840.6916 I 20.009 0.164
841.7129 I 19.854 0.1
842.663 I 20.065 0.099
842.6747 I 20.008 0.101
843.5488 I 20.022 0.066
843.5871 I 19.868 0.069
843.5959 I 20.053 0.087
845.6448 I 20.034 0.066
846.4689 I 19.976 0.073
846.6074 I 19.877 0.067
847.4785 I 19.896 0.084
848.5128 I 20.027 0.056
848.6317 I 19.945 0.077
849.4709 I 20.064 0.071
849.643 I 20.064 0.085
1129.6738 I 21.02 0.077
1130.6051 I 20.988 0.097
1135.6124 I 20.467 0.285
1136.5906 I 20.944 0.092
1144.6097 I 20.803 0.08
1144.6767 I 20.639 0.088
1149.6017 I 20.719 0.052
1155.6951 I 20.587 0.069
1157.6718 I 20.611 0.065
1158.662 I 20.608 0.064
1163.5794 I 20.438 0.093
1164.6656 I 20.564 0.108
1169.6375 I 20.461 0.073
1171.6557 I 20.454 0.063
1174.5927 I 20.378 0.074
1179.6695 I 20.402 0.054
1214.7217 I 20.473 0.049
2983.6853 I 20.025 0.05
2983.696 I 20.041 0.071
3001.5142 I 20.326 0.074
3001.5688 I 20.296 0.059
3015.6252 I 20.721 0.043
3015.6322 I 20.564 0.048
3041.4233 I 20.857 0.052
3041.4303 I 20.992 0.067
3073.4196 I 20.762 0.083
3073.4252 I 20.714 0.086
3130.3789 I 19.592 0.23
3130.3845 I 19.71 0.21
3385.6466 I 20.748 0.092
3392.6461 I 20.649 0.089
3392.6525 I 20.567 0.088
3416.5804 I 20.649 0.043
3416.5854 I 20.689 0.045
3442.5825 I 20.112 0.064
3442.5948 I 20.148 0.065
3484.4407 I 19.956 0.084
3484.4487 I 19.887 0.069
4885.5442 H 18.323 0.10989540481749
4885.5405 K 17.698 0.119419428905015
4151.515 H 18.553 0.044
4204.3977 H 18.349 0.06
4565.4498 H 17.963 0.08
4609.449 H 18.163 0.063
4870.6014 H 18.24 0.039
4151.5127 J 19.313 0.058
4204.3944 J 18.757 0.114
4601.4113 J 18.706 0.05
4881.5597 J 18.854 0.051
4115.7623 K 18.041 0.047
4145.6336 K 18.122 0.045
4147.5855 K 18.032 0.073
4151.5195 K 18.118 0.039
4204.4023 K 17.853 0.051
4211.4507 K 17.935 0.05
4421.7812 K 17.445 0.041
4565.4262 K 17.633 0.076
4609.4169 K 17.73 0.064
4870.5805 K 17.938 0.041
