901.0896 I 19.253 0.176
1209.119 I 18.802 0.144
1210.11 I 18.918 0.081
1215.0603 I 19.163 0.134
1216.1138 I 18.914 0.123
1223.1205 I 19.191 0.151
1226.0922 I 18.858 0.177
3053.0335 I 18.206 0.065
3066.9648 I 18.398 0.122
3092.908 I 18.864 0.145
3124.9527 I 18.752 0.157
3197.7574 I 19.69 0.078
3436.9219 I 19.445 0.042
3443.9636 I 19.551 0.051
3467.9594 I 19.241 0.048
3493.9704 I 18.936 0.102
3535.7938 I 18.332 0.073
4103.114 I 20.458 0.066
4935.9502 H 15.842 0.0465725240887801
4935.96 K 15.618 0.0935360892917809
4179.1572 H 16.648 0.046
4202.9715 H 16.438 0.071
4616.9063 H 16.716 0.096
4660.9056 H 16.723 0.09
4922.0579 H 15.726 0.038
4179.1549 J 17.445 0.104
4167.2189 K 16.472 0.071
4197.0902 K 16.361 0.067
4199.042 K 16.442 0.092
4202.9761 K 16.347 0.069
4262.9072 K 16.3 0.099
4473.2378 K 15.875 0.09
4616.8828 K 16.426 0.09
4922.037 K 15.61 0.05
