  1873.6620  I    DIRECT   20.740    0.072    0.000
  1873.6729  I    DIRECT   20.781    0.069    0.000
  1891.5477  I    DIRECT   20.689    0.105    0.000
  1891.5556  I    DIRECT   20.901    0.110    0.000
  1905.5083  I    DIRECT   20.772    0.090    0.000
  1905.5163  I    DIRECT   20.838    0.109    0.000
  1931.5525  I    DIRECT   21.272    0.145    0.000
  1931.6074  I    DIRECT   21.523    0.111    0.000
  1963.5641  I    DIRECT   21.964    0.144    0.000
  1963.5695  I    DIRECT   21.919    0.113    0.000
  2020.3928  I    DIRECT   20.571    0.104    0.000
  2020.3989  I    DIRECT   20.424    0.102    0.000
  2036.3716  I    DIRECT   20.610    0.101    0.000
  2036.3779  I    DIRECT   20.620    0.106    0.000
  2275.5342  I    DIRECT   20.604    0.125    0.000
  2275.5404  I    DIRECT   20.761    0.103    0.000
  2282.5761  I    DIRECT   20.438    0.094    0.000
  2282.5823  I    DIRECT   20.613    0.083    0.000
  2306.5716  I    DIRECT   20.422    0.043    0.000
  2306.5782  I    DIRECT   20.336    0.051    0.000
  2332.5824  I    DIRECT   20.532    0.066    0.000
  2332.5887  I    DIRECT   20.546    0.076    0.000
  2374.4062  I    DIRECT   21.582    0.056    0.000
  2374.4129  I    DIRECT   21.643    0.060    0.000
  2940.6432  I    DIRECT   20.691    0.043    0.000
  2940.6748  I    DIRECT   20.688    0.041    0.000
  2941.7017  I    DIRECT   20.855    0.106    0.000
  3774.4635  H      KPNO   19.058    0.054    0.011
  3774.4564  J      KPNO   19.541    0.097    0.021
  3774.4744  K      KPNO   18.456    0.040    0.010
