   789.5235  I    DIRECT   20.562    0.140    0.000
   790.4531  I    DIRECT   20.721    0.141    0.000
   791.4210  I    DIRECT   20.792    0.138    0.000
   805.3232  I    DIRECT   20.988    0.143    0.000
   806.4265  I    DIRECT   21.137    0.123    0.000
   807.4426  I    DIRECT   20.750    0.173    0.000
   810.3541  I    DIRECT   20.811    0.220    0.000
   810.3553  I    DIRECT   21.424    0.199    0.000
   813.5506  I    DIRECT   21.331    0.295    0.000
   813.5556  I    DIRECT   20.643    0.224    0.000
   814.5266  I    DIRECT   20.789    0.150    0.000
   814.5374  I    DIRECT   20.879    0.126    0.000
   815.4634  I    DIRECT   21.137    0.116    0.000
   815.4725  I    DIRECT   21.008    0.093    0.000
   816.3495  I    DIRECT   20.855    0.117    0.000
   816.3587  I    DIRECT   21.141    0.118    0.000
   818.4654  I    DIRECT   21.076    0.114    0.000
   818.5376  I    DIRECT   21.240    0.185    0.000
   819.2893  I    DIRECT   21.136    0.117    0.000
   819.5414  I    DIRECT   21.221    0.135    0.000
   820.2977  I    DIRECT   21.271    0.143    0.000
   820.4209  I    DIRECT   21.008    0.144    0.000
   821.3314  I    DIRECT   21.167    0.114    0.000
   821.4523  I    DIRECT   21.188    0.116    0.000
   822.4627  I    DIRECT   21.249    0.097    0.000
  1102.4732  I    DIRECT   21.072    0.064    0.000
  1108.4095  I    DIRECT   21.192    0.129    0.000
  1109.4135  I    DIRECT   21.036    0.077    0.000
  1110.5036  I    DIRECT   20.895    0.110    0.000
  1117.4326  I    DIRECT   21.057    0.058    0.000
  1117.4996  I    DIRECT   20.997    0.077    0.000
  1122.4294  I    DIRECT   20.902    0.052    0.000
  1130.4814  I    DIRECT   20.825    0.051    0.000
  1131.4842  I    DIRECT   20.795    0.060    0.000
  1136.4273  I    DIRECT   20.664    0.063    0.000
  1137.4530  I    DIRECT   20.705    0.084    0.000
  1142.5161  I    DIRECT   20.514    0.069    0.000
  1144.4681  I    DIRECT   20.496    0.058    0.000
  1145.5370  I    DIRECT   20.454    0.068    0.000
  1152.4207  I    DIRECT   20.364    0.063    0.000
  1152.5444  I    DIRECT   20.240    0.068    0.000
  1187.4445  I    DIRECT   19.876    0.094    0.000
  2956.4452  I    DIRECT   20.093    0.167    0.000
  2956.4561  I    DIRECT   20.358    0.106    0.000
  2974.3309  I    DIRECT   20.482    0.116    0.000
  2974.3388  I    DIRECT   20.324    0.092    0.000
  2988.2915  I    DIRECT   20.290    0.089    0.000
  2988.2995  I    DIRECT   20.218    0.086    0.000
  3014.3357  I    DIRECT   20.696    0.104    0.000
  3014.3906  I    DIRECT   20.539    0.124    0.000
  3046.3473  I    DIRECT   21.192    0.071    0.000
  3046.3527  I    DIRECT   21.096    0.073    0.000
  3103.1760  I    DIRECT   20.793    0.082    0.000
  3103.1821  I    DIRECT   20.883    0.052    0.000
  3119.1548  I    DIRECT   20.354    0.118    0.000
  3119.1611  I    DIRECT   20.443    0.143    0.000
  3358.3174  I    DIRECT   20.683    0.092    0.000
  3358.3236  I    DIRECT   20.580    0.089    0.000
  3365.3593  I    DIRECT   20.495    0.081    0.000
  3365.3655  I    DIRECT   20.571    0.085    0.000
  3389.3548  I    DIRECT   20.200    0.055    0.000
  3389.3614  I    DIRECT   20.115    0.059    0.000
  3415.3656  I    DIRECT   19.891    0.133    0.000
  3415.3719  I    DIRECT   19.493    0.163    0.000
  3457.1895  I    DIRECT   19.864    0.104    0.000
  3457.1962  I    DIRECT   20.160    0.085    0.000
  4023.4264  I    DIRECT   20.933    0.030    0.000
  4023.4580  I    DIRECT   20.935    0.024    0.000
  4024.4849  I    DIRECT   20.824    0.075    0.000
  4857.2467  H      KPNO   18.039    0.029    0.010
  4857.2396  J      KPNO   19.122    0.099    0.020
  4857.2576  K      KPNO   17.792    0.035    0.010
  4099.6204  H     UKIRT   18.059    0.041    0.000
  4494.3360  H     UKIRT   17.604    0.070    0.000
  4571.3560  H     UKIRT   18.119    0.042    0.000
  4814.5240  H     UKIRT   18.079    0.029    0.000
  4099.6181  J     UKIRT   18.945    0.060    0.000
  4493.3844  J     UKIRT   18.375    0.081    0.000
  4494.3826  J     UKIRT   18.338    0.094    0.000
  4495.3569  J     UKIRT   18.559    0.057    0.000
  4571.3328  J     UKIRT   18.969    0.067    0.000
  4814.5101  J     UKIRT   18.929    0.027    0.000
  4089.5420  K     UKIRT   17.613    0.040    0.000
  4099.6250  K     UKIRT   17.754    0.050    0.000
  4118.5451  K     UKIRT   17.655    0.054    0.000
  4120.4251  K     UKIRT   17.579    0.090    0.000
  4135.4353  K     UKIRT   17.559    0.042    0.000
  4394.5773  K     UKIRT   17.489    0.040    0.000
  4493.3354  K     UKIRT   17.259    0.105    0.000
  4494.3071  K     UKIRT   17.236    0.075    0.000
  4571.3078  K     UKIRT   17.647    0.065    0.000
  4814.4923  K     UKIRT   17.733    0.029    0.000
