  1106.7650  I    DIRECT   18.906    0.274    0.000
  1111.7462  I    DIRECT   18.599    0.208    0.000
  1112.7471  I    DIRECT   18.336    0.204    0.000
  1155.7108  I    DIRECT   18.832    0.101    0.000
  1155.7502  I    DIRECT   18.799    0.105    0.000
  1156.5402  I    DIRECT   18.911    0.121    0.000
  1156.5782  I    DIRECT   19.122    0.094    0.000
  1156.7000  I    DIRECT   18.903    0.106    0.000
  1159.6113  I    DIRECT   18.847    0.105    0.000
  1159.7227  I    DIRECT   18.987    0.103    0.000
  1160.5867  I    DIRECT   18.989    0.160    0.000
  1160.7000  I    DIRECT   18.958    0.100    0.000
  1185.4817  I    DIRECT   19.242    0.083    0.000
  1185.6063  I    DIRECT   19.357    0.078    0.000
  1185.7013  I    DIRECT   19.216    0.145    0.000
  1186.4799  I    DIRECT   19.250    0.089    0.000
  1186.7400  I    DIRECT   19.238    0.175    0.000
  1187.6667  I    DIRECT   19.208    0.103    0.000
  1189.6612  I    DIRECT   19.201    0.072    0.000
  1189.7487  I    DIRECT   19.112    0.082    0.000
  1190.4872  I    DIRECT   19.310    0.089    0.000
  1190.5429  I    DIRECT   19.240    0.072    0.000
  1190.6677  I    DIRECT   19.279    0.067    0.000
  1208.4632  I    DIRECT   19.461    0.047    0.000
  1208.5840  I    DIRECT   19.309    0.126    0.000
  1208.6491  I    DIRECT   19.449    0.062    0.000
  1209.4492  I    DIRECT   19.395    0.072    0.000
  1209.5725  I    DIRECT   19.484    0.129    0.000
  1210.4453  I    DIRECT   19.429    0.056    0.000
  1210.5894  I    DIRECT   19.342    0.046    0.000
  1211.4519  I    DIRECT   19.482    0.044    0.000
  1211.6263  I    DIRECT   19.426    0.060    0.000
  1212.4414  I    DIRECT   19.378    0.051    0.000
  1212.5772  I    DIRECT   19.420    0.053    0.000
  1213.5948  I    DIRECT   19.558    0.052    0.000
  2226.6884  I    DIRECT   21.489    0.091    0.000
  2226.6993  I    DIRECT   21.160    0.104    0.000
  2226.7680  I    DIRECT   21.174    0.134    0.000
  2244.5741  I    DIRECT   21.207    0.079    0.000
  2244.5820  I    DIRECT   21.262    0.098    0.000
  2244.6516  I    DIRECT   21.320    0.158    0.000
  2258.5347  I    DIRECT   21.152    0.079    0.000
  2258.5427  I    DIRECT   21.244    0.112    0.000
  2258.7080  I    DIRECT   21.313    0.197    0.000
  2284.5131  I    DIRECT   20.822    0.190    0.000
  2284.5200  I    DIRECT   21.195    0.204    0.000
  2284.5789  I    DIRECT   20.865    0.154    0.000
  2284.6338  I    DIRECT   20.953    0.131    0.000
  2316.5905  I    DIRECT   20.769    0.109    0.000
  2316.5959  I    DIRECT   20.791    0.115    0.000
  2373.4191  I    DIRECT   20.169    0.139    0.000
  2373.4252  I    DIRECT   20.118    0.169    0.000
  2373.4551  I    DIRECT   20.040    0.113    0.000
  2373.4616  I    DIRECT   20.194    0.123    0.000
  2389.3979  I    DIRECT   20.154    0.150    0.000
  2389.4042  I    DIRECT   20.419    0.163    0.000
  2628.5605  I    DIRECT   18.263    0.256    0.000
  2628.5667  I    DIRECT   18.322    0.308    0.000
  2628.7202  I    DIRECT   18.131    0.148    0.000
  2628.7293  I    DIRECT   17.943    0.205    0.000
  2635.6025  I    DIRECT   18.224    0.139    0.000
  2635.6087  I    DIRECT   18.042    0.191    0.000
  2635.7227  I    DIRECT   18.093    0.116    0.000
  2635.7289  I    DIRECT   18.189    0.084    0.000
  2659.5980  I    DIRECT   18.123    0.129    0.000
  2659.6046  I    DIRECT   18.230    0.151    0.000
  2659.6632  I    DIRECT   18.269    0.053    0.000
  2659.7151  I    DIRECT   18.192    0.084    0.000
  2685.6088  I    DIRECT   18.384    0.159    0.000
  2685.6151  I    DIRECT   18.462    0.178    0.000
  2685.6653  I    DIRECT   18.315    0.092    0.000
  2727.4326  I    DIRECT   18.569    0.085    0.000
  2727.4393  I    DIRECT   18.628    0.082    0.000
  2727.5235  I    DIRECT   18.695    0.081    0.000
  3293.6696  I    DIRECT   18.254    0.037    0.000
  3293.7012  I    DIRECT   18.173    0.036    0.000
  3294.7281  I    DIRECT   18.455    0.131    0.000
  4127.4899  H      KPNO   14.084    0.046    0.013
  4128.4890  H      KPNO   14.173    0.088    0.014
  4127.5007  K      KPNO   14.213    0.074    0.010
  4128.4853  K      KPNO   14.232    0.088    0.010
  3406.6101  H     UKIRT   14.259    0.056    0.000
  3843.5209  H     UKIRT   15.222    0.039    0.000
  4104.6690  H     UKIRT   13.994    0.025    0.000
  3406.6154  J     UKIRT   15.620    0.072    0.000
  3845.4892  J     UKIRT   16.559    0.047    0.000
  4104.6553  J     UKIRT   15.497    0.023    0.000
  3358.8572  K     UKIRT   14.422    0.038    0.000
  3388.7404  K     UKIRT   14.356    0.036    0.000
  3390.6683  K     UKIRT   14.300    0.086    0.000
  3405.6908  K     UKIRT   14.300    0.039    0.000
  3406.6055  K     UKIRT   14.254    0.050    0.000
  3454.5335  K     UKIRT   14.034    0.090    0.000
  3664.8419  K     UKIRT   14.848    0.037    0.000
  3801.5950  K     UKIRT   15.173    0.061    0.000
  3842.5473  K     UKIRT   15.109    0.057    0.000
  4089.6294  K     UKIRT   14.133    0.029    0.000
