  2208.0407  I    DIRECT   20.411    0.093    0.000
  2221.9241  I    DIRECT   20.595    0.074    0.000
  2248.0176  I    DIRECT   21.100    0.082    0.000
  2279.9717  I    DIRECT   20.844    0.094    0.000
  2336.8007  I    DIRECT   20.134    0.167    0.000
  2352.7806  I    DIRECT   20.263    0.195    0.000
  2591.9496  I    DIRECT   20.405    0.044    0.000
  2599.0276  I    DIRECT   20.194    0.048    0.000
  2622.9817  I    DIRECT   19.879    0.025    0.000
  2649.0100  I    DIRECT   19.919    0.053    0.000
  2690.8237  I    DIRECT   19.839    0.087    0.000
  2557.2204  H    GEMINI   17.503    0.021    0.042
  2557.2150  J    GEMINI   18.378    0.014    0.065
  2557.2274  K    GEMINI   17.209    0.016    0.072
  4092.0295  H      KPNO   17.817    0.075    0.011
  4092.0256  K      KPNO   17.258    0.061    0.010
  3771.8899  H     UKIRT   17.472    0.048    0.000
  3815.8892  H     UKIRT   17.413    0.054    0.000
  4077.0415  H     UKIRT   17.669    0.028    0.000
  3807.8514  J     UKIRT   18.436    0.060    0.000
  4087.9998  J     UKIRT   18.524    0.036    0.000
  3322.2024  K     UKIRT   16.896    0.035    0.000
  3352.0737  K     UKIRT   16.588    0.038    0.000
  3354.0256  K     UKIRT   16.701    0.057    0.000
  3417.8908  K     UKIRT   16.871    0.036    0.000
  3628.2213  K     UKIRT   16.745    0.033    0.000
  3771.8663  K     UKIRT   17.084    0.050    0.000
  3815.8571  K     UKIRT   17.147    0.045    0.000
  4077.0206  K     UKIRT   17.255    0.026    0.000
